date,location,population,new_cases,new_deaths,avg_cases,avg_cases_per_mili,avg_death,avg_death_per_mili
2022/10/3,United States,338289856,41284,291,45792.71429,135.365319,442.5714286,1.30826101
2022/10/4,United States,338289856,55195,503,44961.71429,132.9088457,450.4285714,1.331487077
2022/10/5,United States,338289856,71252,1063,42735.28571,126.3274229,416.4285714,1.23098155
2022/10/6,United States,338289856,60741,579,39360,116.3499269,400.1428571,1.182840248
2022/10/7,United States,338289856,58200,400,42903,126.8231939,412.1428571,1.218312787
2022/10/8,United States,338289856,7706,49,42876.14286,126.743803,414.1428571,1.224224876
2022/10/9,United States,338289856,5510,8,42841.14286,126.6403414,413.2857143,1.221691124
2022/10/10,United States,338289856,22907,128,40215.85714,118.879879,390,1.152857507
2022/10/11,United States,338289856,60675,605,40998.71429,121.1940398,404.5714286,1.195931304
2022/10/12,United States,338289856,64592,766,40047.28571,118.3815743,362.1428571,1.070510542
2022/10/13,United States,338289856,63335,653,40417.85714,119.4770001,372.7142857,1.10176016
2022/10/14,United States,338289856,26885,259,35944.28571,106.2529221,352.5714286,1.04221697
2022/10/15,United States,338289856,5961,36,35695,105.5160223,350.7142857,1.036727172
2022/10/16,United States,338289856,6651,6,35858,105.9978576,350.4285714,1.035882588
2022/10/17,United States,338289856,38732,325,38118.71429,112.6806306,378.5714286,1.119074137
2022/10/18,United States,338289856,43447,429,35657.57143,105.4053818,353.4285714,1.044750722
2022/10/19,United States,338289856,61291,751,35186,104.0113955,351.2857143,1.03841634
2022/10/20,United States,338289856,57096,554,34294.71429,101.3767149,337.1428571,0.99660942
2022/10/21,United States,338289856,45909,571,37012.42857,109.4104003,381.7142857,1.128364564
2022/10/22,United States,338289856,5355,12,36925.85714,109.1544913,378.2857143,1.118229552
2022/10/23,United States,338289856,8475,2,37186.42857,109.9247521,377.7142857,1.116540384
2022/10/24,United States,338289856,39111,201,37240.57143,110.0848009,360,1.06417616
2022/10/25,United States,338289856,43559,421,37256.57143,110.1320976,358.8571429,1.060797823
2022/10/26,United States,338289856,71440,1124,38706.42857,114.4179404,412.1428571,1.218312787
2022/10/27,United States,338289856,58076,545,38846.42857,114.8317867,410.8571429,1.214512157
2022/10/28,United States,338289856,29400,180,36488,107.8601659,355,1.049395936
2022/10/29,United States,338289856,8936,30,36999.57143,109.372394,357.5714286,1.056997194
2022/10/30,United States,338289856,3107,2,36232.71429,107.1055299,357.5714286,1.056997194
2022/10/31,United States,338289856,44437,123,36993.57143,109.3546578,346.4285714,1.024058408
2022/11/1,United States,338289856,36332,399,35961.14286,106.3027526,343.2857143,1.014767981
